"DEPT_KEY","DEPT_NM","SPECIALTY","DEPT_ABBR","DEPT_GRP","DEPT_CNTR","REV_LOC_KEY"
"4951","PACE PROGRAM","CARDIOLOGY","PACE",NA,NA,"649"
"4911","EXT-CSH OP FEEDING","CHILD DEVELOPMENT","ZFD",NA,NA,"637"
"14211","MAYS LANDING DIAG RAD","RADIOLOGY","MLDR",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","681"
"20412","N WILLOW GROVE PEDS","GENERAL PEDIATRICS","NWGP",NA,NA,"1211"
"7715","PB VIRTUA VOOR GP","GENERAL PEDIATRICS","PB VOOR GP",NA,NA,"685"
"11411","PB PA INFEC DISEASE","INFECTIOUS DISEASE","PAIFECDIS",NA,NA,"688"
"28111","READING PEDIATRICS","GENERAL PEDIATRICS","RP",NA,NA,"1211"
"10513","VIRTUA PHYS THERAPY","PHYSICAL THERAPY","VTPT",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"5373","PB PA UROLOGY","UROLOGY","PAUROLOGY",NA,NA,"678"
"4782","WOOD NEONATAL FOL UP  ","NEONATAL FOLLOWUP ","NEO",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"5401","PB MAIN GEN ANES NORA","GENERAL ANESTHESIA","GENANESNO*",NA,NA,"687"
"10911","PB MKT 3550 GI HEALTHY","GASTROENTEROLOGY","GIHW",NA,NA,"688"
"17314","PNJ NEPHROLOGY","NEPHROLOGY","DNEP",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"12411","MAIN GI ENDO PREVISIT","GASTROENTEROLOGY","MGEP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"16012","KOP URGENT CARE CENTER","URGENT CARE","KPUC",NA,"KOP URGENT CARE ","2421"
"28012","FRANCZYK PEDIATRICS","GENERAL PEDIATRICS","FPPA",NA,NA,"1211"
"24317","BCC ORTHOPEDICS","ORTHOPEDICS","BCOR",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","678"
"4989","KOP IMAGING CTR","MAGNETIC RESONANCE IMAGING","LMR",NA,NA,"628"
"32311","PINNACLE CARE","GENERAL PEDIATRICS","PC2",NA,NA,"1211"
"4987","MKT 3440 BH ADHD","BEHAVIORAL HEALTH SERVICES","ADMS",NA,"MARKET STREET 3440","682"
"4800","BUC-OP NEUROPSYCHOLOGY","CHILD DEVELOPMENT","INY",NA,NA,"629"
"4962","DREXEL HILL CARE NTWK","GENERAL PEDIATRICS","KDR",NA,"CARE NETWORK DREXEL HILL","683"
"8111","5 WEST B",NA,"5WB",NA,NA,"681"
"5266","ABINGTON GASTRO","GASTROENTEROLOGY","AGI",NA,"ABINGTON SPECIALTY CARE CENTER","688"
"28112","ESPERANZA HLTH CENTER","GENERAL PEDIATRICS","EHC",NA,NA,"1211"
"5476","EXT BH NEONATL FOL *","BEHAVIORAL HEALTH SERVICES","EBNF",NA,"EXTON SPECIALTY CARE CENTER","682"
"27812","KOP BH GASTRO","BEHAVIORAL HEALTH SERVICES","KBHG",NA,"KING OF PRUSSIA SCC","682"
"7611","INP INFECTION PREVENTION & CONTROL",NA,"INPINFPRE",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5280","MKT 3440 BH COPING","BEHAVIORAL HEALTH SERVICES","COMS",NA,"MARKET STREET 3440","682"
"5065","WOOD BH NEONATL FOL UP","BEHAVIORAL HEALTH SERVICES","BNEF",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","682"
"5207","PB MAIN CARD ANES STAN","CARDIAC ANESTHESIA","CARDANESSB",NA,NA,"687"
"5218","PB BUC GEN ANES","GENERAL ANESTHESIA","BUCGENANES",NA,NA,"687"
"5105","PNJ ALLERGY","ALLERGY","DAL",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"5150","ZZRESIDENT PRACTICE-63RD ST","GENERAL PEDIATRICS","RP63",NA,NA,"671"
"22311","VIRTUA HEALTHY WEIGHT","GI/NUTRITION","VTHW",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"26711","PB BCC CARDIOLOGY","CARDIOLOGY","PB BCC",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"18111","PED ASSOC OF VINELAND","GENERAL PEDIATRICS","PAV",NA,NA,"1211"
"5248","CSH3W REHAB (CHOP)(69)",NA,"R3WS(69)",NA,NA,"690"
"5002","KOP CARDIOLOGY","CARDIOLOGY","KOPC",NA,"KING OF PRUSSIA SCC","688"
"4732","KOP FAM THERAPY TRN CTR","PSYCHIATRY","KFT",NA,NA,"660"
"5042","KOP NUCLEAR MEDICINE","RADIOLOGY","KNM",NA,"KING OF PRUSSIA SCC","681"
"5137","KOP FACULTY PRACTICE","PSYCHIATRY","KPO",NA,NA,"660"
"5148","CHOP PRE SCHOOL","PSYCHIATRY","PRS",NA,NA,"660"
"5453","PB CHST CNTY NEONATGY","NEONATOLOGY","PCCN",NA,NA,"688"
"5479","PB WOOD HEMATOLOGY","HEMATOLOGY","PBWHEM",NA,NA,"688"
"23912","PB BCC ONCOLOGY","ONCOLOGY","PBBCCONC",NA,NA,"688"
"5422","PB PA PULMONARY","PULMONARY","PA PULM",NA,NA,"688"
"5338","VNJ PREP","NEUROLOGY","VEP",NA,NA,"664"
"4746","VNJ PHYSICAL THERAPY","PHYSICAL THERAPY","VPT",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"4691","WOOD OPHTHALMOLOGY","OPHTHALMOLOGY","OPH",NA,"RICHARD D WOOD CENTER","678"
"5081","PNJ PED GEN THOR SURG","PEDIATRIC GENERAL THORACIC SURGERY","DSU",NA,"PRINCETON NJ SPECIALTY CARE CENTER","676"
"7512","7 WEST PICU","UNKNOWN","7WPICU",NA,NA,"681"
"5078","GCRC OUTPATIENT","PULMONARY","GCRCOP",NA,NA,"-1"
"5023","BUC SCC ANCILLARY","MULTIDISCIPLINARY","BCA",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"5051","ATTENTION DEFICIT DISORD","NEUROLOGY","ADD",NA,NA,"649"
"4614","BUC DIABETES","ENDOCRINOLOGY","IDB",NA,NA,"629"
"4741","BUC AUDIOLOGY","AUDIOLOGY","IAU",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"4839","BUC ALLERGY","ALLERGY","IAL",NA,NA,"629"
"4990","BUC CHILD DEVELOPMENT","DEVELOPMENTAL PEDIATRICS","IDP",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","688"
"4843","MAIN BH NEPHROLOGY","BEHAVIORAL HEALTH SERVICES","BNPH",NA,"RICHARD D WOOD CENTER","682"
"24319","BCC LABORATORY","CLINICAL LABORATORY","BCLB",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"5252","KOP BH ADOPTION","BEHAVIORAL HEALTH SERVICES","KBAD",NA,"KING OF PRUSSIA SCC","682"
"20712","KOP BH NEUROLOGY","BEHAVIORAL HEALTH SERVICES","KBHN",NA,"KING OF PRUSSIA SCC","682"
"7213","INP HEMATOLOGY",NA,"HEMATOLOGY",NA,NA,"681"
"5244","SPR ALLERGY","ALLERGY","FALL",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"6814","PB MAIN CARD ANES EP","CARDIAC ANESTHESIA","CARDANESEP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
"5333","VNJ-CSH OP C2M2","CHILD DEVELOPMENT","VMC",NA,NA,"664"
"5378","MAIN CARDIOLOGY CLINIC","CARDIOLOGY","MCC",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5343","KOP ANCILLARIES","ADOLESCENT","LANC",NA,NA,"628"
"4697","LHV OP SPEECH","CHILD DEVELOPMENT","LVSP",NA,NA,"651"
"4967","EXT-CSH OP BBU","CHILD DEVELOPMENT","ZBB",NA,NA,"637"
"4994","LAB CLINIC 39TH","GENERAL PEDIATRICS","LC3",NA,NA,"665"
"5269","PB PA CFDT OB GYN","OBSTETRICS","PBPACFDTOB",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","678"
"5031","PB MAIN NEURORADIOLOGY","NEURORADIOLOGY","MAINNEURO*",NA,NA,"689"
"5481","PB PA PLASTIC SURGERY","PLASTIC SURGERY","PA PLST SURG",NA,NA,"678"
"24211","VPF OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","VPFO",NA,"VOORHEES PEDIATRIC FACILITY","676"
"4813","WOOD UROLOGY","UROLOGY","URO",NA,"RICHARD D WOOD CENTER","678"
"4620","VNJ PULMONARY","PULMONARY","VPUL",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"4676","ZZPRIMARY PEDS DAY-34TH ST","GENERAL PEDIATRICS","PPD",NA,NA,"624"
"4635","W GROVE CARE NTWK","GENERAL PEDIATRICS","KWE",NA,"CARE NETWORK WEST GROVE","683"
"4906","SMC ANCILLARIES","OTHER","MAN",NA,NA,"628"
"4820","WOOD GENETICS","GENETICS","GEN",NA,"RICHARD D WOOD CENTER","688"
"4963","PNJ OPHTHALMOLOGY","OPHTHALMOLOGY","DOH",NA,"PRINCETON NJ SPECIALTY CARE CENTER","676"
"7111","INP PHYSICAL THERAPY","PHYSICAL THERAPY","INP PT",NA,NA,"681"
"12613","ATL PLASTIC SURGERY","PLASTIC SURGERY","ATPS",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","676"
"4950","INDIAN VAL CARE NTWK","GENERAL PEDIATRICS","KIN",NA,"CARE NETWORK INDIAN VALLEY","683"
"8816","DOP CHOP MAIN 3",NA,"DP3",NA,NA,NA
"8836","CHOP DS NOT CHECKED IN",NA,"CHOPDS",NA,NA,NA
"8737","VNJ-OP NEUROPSYCHOLOGY",NA,"VNY",NA,NA,NA
"32114","BCC BH ENDOCRINOLOGY","BEHAVIORAL HEALTH SERVICES","BCHEN",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","682"
"4896","CSHBBU",NA,"BBU",NA,NA,"657"
"4805","KIDS FIRST-RADNOR","GENERAL PEDIATRICS","KRA",NA,NA,"662"
"5412","PB MAIN GEN ANES OR","GENERAL ANESTHESIA","GENANESOR",NA,NA,"687"
"5414","KOP FEEDING","GASTROENTEROLOGY","LFE",NA,"KING OF PRUSSIA WEST","688"
"7922","ADOL",NA,NA,NA,NA,"-1"
"18911","HEALTHY KIDS PED GRP","GENERAL PEDIATRICS","HKPG",NA,NA,"1211"
"6811","PB MAIN GA NORA MRI","GENERAL ANESTHESIA","GANORAMRI",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
"5110","PNJ-CSH OP FEEDING","CHILD DEVELOPMENT","DFD",NA,NA,"612"
"5376","PB MAIN CARDIOLOGY","CARDIOLOGY","MAIN CARD*",NA,NA,"688"
"4885","SPR ENDOCRINOLOGY","ENDOCRINOLOGY","FEN",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"5116","RCS-RSRCH PRIM CARE-UC","GENERAL PEDIATRICS","RSUC",NA,NA,"667"
"4624","RCS-RESEARCH KF ROXBOR","GENERAL PEDIATRICS","RSKR",NA,NA,"645"
"5318","ZZPRIMARY PEDS DAY-39TH ST","GENERAL PEDIATRICS","PPD3",NA,NA,"665"
"5195","SPR LABORATORY","CLINICAL LABORATORY","SLAB",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","681"
"5467","S PHILLY LABORATORY","CLINICAL LABORATORY","SLBT",NA,"CARE NETWORK SOUTH PHILA","681"
"14811","VNJ ANESTHESIA RES CTR","GENERAL ANESTHESIA","VARC",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"15011","PEDIATRIC CONNECTION","GENERAL PEDIATRICS","PC1",NA,NA,"1211"
"7813","PB VIRTUA VOOR CARD","CARDIOLOGY","VIRTUA CARD",NA,NA,"685"
"4632","GENERAL PEDIATRICS","GENERAL PEDIATRICS","PEDS",NA,NA,"649"
"4665","EXT OCC THERAPY","OCCUPATIONAL THERAPY","ZOC",NA,"EXTON SPECIALTY CARE CENTER","681"
"5442","PB MAIN IMMUNOLOGY","IMMUNOLOGY","PIMM",NA,NA,"688"
"29817","PB VIRTUA MARL NUC MED","NUCLEAR MEDICINE","VM NM",NA,NA,"2921"
"13713","VIRT MEMORIAL MR SCAN","RADIOLOGY","VTMEMR",NA,"VIRTUA MEMORIAL","689"
"12511","VIRT VOORHEES CT SCAN","RADIOLOGY","VTVCT",NA,"VIRTUA VOORHEES","689"
"5352","PB PHOENIXVILLE NEONAT","NEONATOLOGY","PPXN",NA,NA,"688"
"5424","PB NJ CAA BILLING","PB NJ CAA BILLING","PB NJ CAA*",NA,NA,"680"
"4936","WOOD PULMONARY FUNCT","PULMONARY","PLL",NA,"RICHARD D WOOD CENTER","681"
"26911","FAMILY LEARNING CENTER","OTHER","MCOC",NA,NA,"681"
"27111","BCC CAST ROOM","ORTHOPEDICS","BCCR",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"24316","BCC PHYSICAL THERAPY","PHYSICAL THERAPY","BCPHY",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"22716","BWV UROLOGY","UROLOGY","BWURO",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","678"
"5358","PB MAIN ONCOLOGY","ONCOLOGY","MAIN ONC",NA,NA,"688"
"5341","BUC OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","IOT",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","678"
"4892","CHILDRENS HOSPITAL","OTHER","CHOP",NA,NA,"674"
"5086","6 WEST","OBSTETRICS","6WSDU",NA,NA,"681"
"8756","HEALTH INFORMATION MGMT",NA,"HIM",NA,NA,NA
"8726","CONFIDENTIAL 2",NA,"PCAU",NA,NA,NA
"4736","6 EAST","CARDIOLOGY","6E",NA,NA,"681"
"4821","ATL DERMATOLOGY","DERMATOLOGY","ADER",NA,NA,"644"
"4615","CSH-OUTPATIENT BBU","CHILD DEVELOPMENT","JBB",NA,NA,"657"
"4827","CSH-OUTPATIENT C2M2","CHILD DEVELOPMENT","JCC",NA,NA,"657"
"25811","BCC BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","BCBH",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","682"
"25911","CENTER PED/ADOL MED","GENERAL PEDIATRICS","CPAM",NA,NA,"1211"
"7216","INP PULMONARY/PFT",NA,"INP PULM/PFT",NA,NA,"681"
"5288","GRAND VIEW CARDIOLOGY","CARDIOLOGY","GCD",NA,"GRAND VIEW HOSPITAL CENTER","688"
"25511","DOYLESTOWN HEALTH PEDS","GENERAL PEDIATRICS","DHP2",NA,NA,"1211"
"23513","PB BCC BODY RADIOLOGY","BODY RADIOLOGY","BCC BODY ",NA,NA,"689"
"4678","NORTH HILLS CARE NTWK","GENERAL PEDIATRICS","KNO",NA,"CARE NETWORK NORTH HILLS","683"
"4926","KOP-CSH OP ADHD","CHILD DEVELOPMENT","LAD",NA,NA,"628"
"4809","UC PC ADOL FAM PLAN","FAMILY PLANNING","PCAU",NA,"CARE NETWORK UNIVERSITY CITY","686"
"4848","RCS-RESEARCH HEMATOL","HEMATOLOGY","RSHE",NA,NA,"-1"
"4711","PSYCH YOUTH STUDY CTR","BEHAVIORAL HEALTH SERVICES","YSC",NA,NA,"660"
"13811","VIRTUA CHILD DEV","DEVELOPMENTAL PEDIATRICS","VTCH",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"7015","MAIN CTRC OUTPATIENT",NA,"MCTR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","711"
"29612","PB BWV BODY RADIOLOGY","BODY RADIOLOGY","PBBWVBODRAD",NA,NA,"689"
"5216","PB MAIN HOSPITALISTS","GENERAL PEDIATRICS","MAIN HS P*",NA,NA,"688"
"5250",".",NA,"Q",NA,NA,"-1"
"4774","EXT-OP NEUROPSYCHOLOGY","CHILD DEVELOPMENT","ZNY",NA,NA,"637"
"4837","EXT AUDIOLOGY","AUDIOLOGY","ZAU",NA,"EXTON SPECIALTY CARE CENTER","681"
"4797","KOP AUDIOLOGY","AUDIOLOGY","LAU",NA,"KING OF PRUSSIA SCC","681"
"4650","KOP NUTRITION","GI/NUTRITION","KNU",NA,"KING OF PRUSSIA SCC","681"
"5432","PB PA OPTHALMOLOGY","OPHTHALMOLOGY","PAOPHTHAL",NA,NA,"678"
"5415","PB MAIN METABOLISM","METABOLISM","MAIN MTBL*",NA,NA,"688"
"5175","VNJ OPHTHALMOLOGY","OPHTHALMOLOGY","VOH",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","676"
"12519","VIRT BERLIN NUC MED","RADIOLOGY","VTBNM",NA,"VIRTUA BERLIN","689"
"12517","VIRT BERLIN ULTRA","RADIOLOGY","VTBUS",NA,"VIRTUA BERLIN","689"
"4754","WOOD DIAG RADIOLOGY","RADIOLOGY","XR",NA,"RICHARD D WOOD CENTER","681"
"4768","PNJ PLASTIC SURGERY","PLASTIC SURGERY","PPL",NA,"PRINCETON NJ SPECIALTY CARE CENTER","676"
"4859","WOOD NEUROSURGERY","NEUROSURGERY","NSG",NA,"RICHARD D WOOD CENTER","678"
"4894","SPR PHYSICAL THERAPY","PHYSICAL THERAPY","FPT",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","681"
"4763","WOOD NEUROLOGY DIAGNOS","NEUROLOGY","EEG",NA,"RICHARD D WOOD CENTER","681"
"13411","MKT 3535 INTL PT SVCS","INTERNATIONAL PATIENT SERVICES","INPS",NA,"MARKET STREET 3535","681"
"5332","PNJ NEUROLOGY","NEUROLOGY","DNE",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"22715","BWV OCC THERAPY","OCCUPATIONAL THERAPY","BWOC",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"22711","BWV PLASTIC SURGERY","PLASTIC SURGERY","BWPL",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","678"
"5095","DAY MEDICINE UNIT","OTHER","DMU",NA,NA,"657"
"5159","EXT RESOURCE CASE MGT","PSYCHIATRY","ERC",NA,NA,"660"
"5080","HB HOME CARE","HOME CARE","HC",NA,NA,"681"
"5048","BUC OCC THERAPY","OCCUPATIONAL THERAPY","IOC",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"5008","CSH PHYSICAL THERAPY","PHYSICAL THERAPY","JPT",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"4872","BUC UROLOGY","UROLOGY","IUR",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","678"
"8723","PEW PRACTICE",NA,"PEW",NA,NA,NA
"8830","CHOP MAIN 2ND FLOOR",NA,"M2",NA,NA,NA
"5064","BH CONSULT LIASON EM","BEHAVIORAL HEALTH SERVICES","BCLE",NA,NA,"-1"
"7218","INP AUDIOLOGY","AUDIOLOGY","INP AUDIO",NA,NA,"681"
"7214","INP CARDIOLOGY",NA,"INP CARD",NA,NA,"681"
"22719","BWV AUDIOLOGY","AUDIOLOGY","BWAU",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"27811","BCC BH HEMATOLOGY","BEHAVIORAL HEALTH SERVICES","BBHHE",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","682"
"24314","BCC CARDIAC ECHO","CARDIOLOGY","BCEC",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"14012","CENTER CITY PEDS","GENERAL PEDIATRICS","CCP",NA,NA,"1211"
"26611","CENTRAL BUCK BH","BEHAVIORAL HEALTH SERVICES","CNBB",NA,"CARE NETWORK CENTRAL BUCKS","682"
"13211","VNJ BH ONCOLOGY","BEHAVIORAL HEALTH SERVICES","BVOC",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","682"
"9611","WOOD PULM",NA,NA,NA,NA,"-1"
"5126","WOOD GASTROENTEROLOGY","GASTROENTEROLOGY","GI",NA,"RICHARD D WOOD CENTER","688"
"4798","SPR CHILD DEVELOPMENT","DEVELOPMENTAL PEDIATRICS","FDP",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"5366","MAIN ANES CONSULTS","ANESTHESIA","MAC",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
"5059","WILMINGTON KF GEN PEDS","GENERAL PEDIATRICS","KWI",NA,"WILMINGTON KIDS FIRST GENERAL PEDIATRICS","683"
"5131","VNJ CARDIOLOGY","CARDIOLOGY","VCRD",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"31211","VNJ BH GASTRO","BEHAVIORAL HEALTH SERVICES","VNBHG",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","682"
"19511","WOOD COMPASS CARE I","GENERAL PEDIATRICS","WCCI",NA,"RICHARD D WOOD CENTER","688"
"15911","PB KOP UC RAD","BODY RADIOLOGY","PBKOP",NA,NA,"689"
"29613","PB EXT BODY RADIOLOGY","BODY RADIOLOGY","PBEXTBODRAD",NA,NA,"689"
"26014","PB ST MARYS EMER MED","EMERGENCY","PBSEM",NA,NA,"688"
"17011","PB ATLCARE CARE PO","CARDIOLOGY","PO CARD",NA,NA,"685"
"26012","PB ST MARYS CARDIOLOGY","CARDIOLOGY","PBSMC",NA,NA,"688"
"29813","PB PNJ BODY RADIOLOGY","BODY RADIOLOGY","PNJ BR",NA,NA,"2921"
"12111","MAIN ROI",NA,"ROI",NA,NA,"1011"
"27711","LGH ALLERGY","ALLERGY","LGHA",NA,"LANCASTER GENERAL HEALTH","688"
"22511","LACTATION",NA,"LAC",NA,NA,"681"
"4927","KOP CHILD DEVELOPMENT","DEVELOPMENTAL PEDIATRICS","LDV",NA,"KING OF PRUSSIA SCC","688"
"4622","KOP SMC PHY THERAPY","PHYSICAL THERAPY","MPT",NA,"KING OF PRUSSIA SCC","681"
"5035","KOP ULTRASOUND","RADIOLOGY","KUL",NA,"KING OF PRUSSIA SCC","681"
"23416","PB MAIN RAD PROTON TPY","RADIOLOGY","PBMRPT",NA,NA,"689"
"20312","PNJ OCC THERAPY","OCCUPATIONAL THERAPY","POC",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"12515","VIRT VOORHEES DIAG RAD","RADIOLOGY","VTVDR",NA,"VIRTUA VOORHEES","689"
"5231","PB MAIN NEUROLOGY","NEUROLOGY","PMNEU",NA,NA,"688"
"6612","WOOD TRANSFUSION","HEMATOLOGY","WTRA",NA,"RICHARD D WOOD CENTER","681"
"5361","PB MAIN NEONATOLOGY","NEONATOLOGY","MAIN NEO",NA,NA,"688"
"4623","PNJ PULMONARY","PULMONARY","DPY",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"6813","PB MAIN GA NORA IR","GENERAL ANESTHESIA","GANORAIR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
"14712","DREXEL HILL PEDIATRICS","GENERAL PEDIATRICS","DHP",NA,NA,"1211"
"29912","KOP CEREBRAL PALSY","REHAB MEDICINE","KPCP",NA,"KING OF PRUSSIA SCC","688"
"9812","INP UROLOGY        ","UROLOGY","INP Urology",NA,NA,"681"
"22713","BWV OPHTHALMOLOGY","OPHTHALMOLOGY","BWOPH",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","678"
"13011","CURTIS BLDG PLAS SURG","PLASTIC SURGERY","CBPS",NA,"CURTIS BUILDING","678"
"5342","BUC NUTRITION","GI/NUTRITION","BNUT",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"5391","HB CSH ANCILLARY","MULTIDISCIPLINARY","CHBA",NA,NA,"681"
"5347","KOP OUTPATIENT PRIVATE","PSYCHIATRY","KTP",NA,NA,"660"
"5313","IMMUNIZATION CLINIC-34TH","GENERAL PEDIATRICS","IMZ",NA,NA,"624"
"4667","BUC PHYSICAL THERAPY","PHYSICAL THERAPY","IPT",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"5311","6 NORTHEAST","GENERAL PEDIATRICS","6NE",NA,NA,"-1"
"4726","ATL NEPHROLOGY","NEPHROLOGY","ATLN",NA,NA,"644"
"8765","BH SOCIAL WORK",NA,"BHSW",NA,NA,NA
"8730","FAMILY THERAPY TRAINING",NA," ",NA,NA,NA
"8743","WST FAMILY BASED PROG-TOP",NA,"WFB",NA,NA,NA
"33311","WOOD IH GASTRO","GASTROENTEROLOGY","IHGI",NA,"RICHARD D WOOD CENTER","688"
"4856","3 SOUTH TOWER",NA,"3ST",NA,NA,"681"
"4817","7 NORTH",NA,"7N",NA,NA,"674"
"4778","6 NORTHEAST","CARDIOLOGY","6NE",NA,NA,"681"
"5289","MAIN CARDIOTHORACIC SURGERY","CARDIOVASCULAR SURGERY","CTSG",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","678"
"16813","ADVOCARE HADDON PEDS","GENERAL PEDIATRICS","AHPG",NA,NA,"1211"
"26112","BWV ANES RESOURCE CTR","GENERAL ANESTHESIA","BWAR",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"7511","ABINGTON LABORATORY","CLINICAL LABORATORY","ABLA",NA,"ABINGTON SPECIALTY CARE CENTER","681"
"14412","ADVOCARE GLOUCESTER","GENERAL PEDIATRICS","AGCP",NA,NA,"1211"
"28611","EINSTEIN PAAC","GENERAL PEDIATRICS","EPAAC",NA,NA,"1211"
"4708","MKT 3550 ADOL CARE CTR","ADOLESCENT","ADCC",NA,"MARKET STREET 3550","686"
"5308","NICU EAST",NA,"NICE",NA,NA,"681"
"5099","RCS-RESEARCH ALLERGY","ALLERGY","RSAL",NA,NA,"-1"
"5224","UC BH ADHD","BEHAVIORAL HEALTH SERVICES","UCAH",NA,"CARE NETWORK UNIVERSITY CITY","682"
"11713","PRINCETON MED CTR CARD","CARDIOLOGY","PMCC",NA,"PRINCETON MEDICAL CENTER","685"
"21211","VOORHEES PEDIATRIC FAC","GENERAL PEDIATRICS","VPF",NA,NA,"1211"
"12911","OPTIME SCHEDULING",NA,"OR",NA,NA,"-1"
"17612","MKT 3550 BEHAVIORAL HL","BEHAVIORAL HEALTH SERVICES","MKBH",NA,"MARKET STREET 3550","682"
"29611","PB KARABOTS BODY RAD","BODY RADIOLOGY","PBKBODRAD",NA,NA,"689"
"26011","PB INTEGRATIVE MED GI","GASTROENTEROLOGY","PB INT GI",NA,NA,"688"
"21611","MEADOWBROOK PEDIATRICS","GENERAL PEDIATRICS","MPPC",NA,NA,"1211"
"4618","EXT ANCILLARIES","ADOLESCENT","XANC",NA,NA,"637"
"5196","MAIN HEART STATION","CARDIOLOGY","MHS",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"22611","PB NJ OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","NJOTO",NA,NA,"676"
"12514","VIRT VOORHEES NUC MED","RADIOLOGY","VTVNM",NA,"VIRTUA VOORHEES","689"
"4660","RCS-RESEARCH PULMONARY","PULMONARY","RSPU",NA,NA,"649"
"5235","PB PA ORTHOPEDICS","ORTHOPEDICS","PPORT",NA,NA,"678"
"4795","VNJ PREP","NEUROLOGY","VEP",NA,NA,"664"
"5202","PB PA NEURO SURG","NEUROSURGERY","PANEUROSRG",NA,NA,"678"
"4643","WOOD PLASTIC SURGERY","PLASTIC SURGERY","PLS",NA,"RICHARD D WOOD CENTER","678"
"5180","SPRINGFIELD CARE NTWK","GENERAL PEDIATRICS","KFSF",NA,"CARE NETWORK SPRINGFIELD","683"
"6820","PB MAIN GA NORA CAM","GENERAL ANESTHESIA","GANORACAM",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
